dialogue_key,event_key,speaker_actor_key,usage,text,next_step_key,notes
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_COMPLETE_SYNC,EVENT_KEY_SIDE_WETLAND_MIGRATION_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,おれいは うけとりずみ。\nわたりを きろくする。,STEP_KEY_SIDE_WETLAND_MIGRATION_COMPLETE_SET_DONE,claim済みでevent state未同期の場合
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_COMPLETE_DECLINE,EVENT_KEY_SIDE_WETLAND_MIGRATION_COMPLETE,ACTOR_KEY_SYSTEM,DECLINE,もちものを ととのえて\nまた どうぞ。,STEP_KEY_SIDE_WETLAND_MIGRATION_COMPLETE_END,受取辞退
DIALOGUE_KEY_SIDE_WETLAND_MIGRATION_COMPLETE_REVISIT,EVENT_KEY_SIDE_WETLAND_MIGRATION_COMPLETE,ACTOR_KEY_SYSTEM,REVISIT,しっちの わたりは\nきろくずみ。,STEP_KEY_SIDE_WETLAND_MIGRATION_COMPLETE_END,完了後
DIALOGUE_KEY_SIDE_WIND_RING_START_INTRO,EVENT_KEY_SIDE_WIND_RING_START,ACTOR_KEY_SYSTEM,INTRO,たかい みちに\nまるい かぜが できる。,STEP_KEY_SIDE_WIND_RING_START_PROMPT,初回説明
DIALOGUE_KEY_SIDE_WIND_RING_START_PROMPT,EVENT_KEY_SIDE_WIND_RING_START,ACTOR_KEY_SYSTEM,PROMPT,17と18ばんで\nかぜを たしかめる？,STEP_KEY_SIDE_WIND_RING_START_ACCEPT,YES_NO表示文
DIALOGUE_KEY_SIDE_WIND_RING_START_ACCEPT,EVENT_KEY_SIDE_WIND_RING_START,ACTOR_KEY_SYSTEM,ACCEPT,はやさより\nかぜの むきを みよう。,STEP_KEY_SIDE_WIND_RING_START_SET_DONE,受諾確認
DIALOGUE_KEY_SIDE_WIND_RING_START_DECLINE,EVENT_KEY_SIDE_WIND_RING_START,ACTOR_KEY_SYSTEM,DECLINE,かぜは また まわる。\nいつでも どうぞ。,STEP_KEY_SIDE_WIND_RING_START_END,辞退時
DIALOGUE_KEY_SIDE_WIND_RING_START_REVISIT,EVENT_KEY_SIDE_WIND_RING_START,ACTOR_KEY_SYSTEM,REVISIT,17ばんから\n18ばんへ すすもう。,STEP_KEY_SIDE_WIND_RING_START_END,完了後
DIALOGUE_KEY_SIDE_WIND_RING_ROUTE17_INTRO,EVENT_KEY_SIDE_WIND_RING_ROUTE17,ACTOR_KEY_NARRATION,INTRO,ながい みちを\nよこかぜが ぬける。,STEP_KEY_SIDE_WIND_RING_ROUTE17_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_SIDE_WIND_RING_ROUTE17_COMPLETE,EVENT_KEY_SIDE_WIND_RING_ROUTE17,ACTOR_KEY_NARRATION,COMPLETE,かぜは みなみで\nゆるく まがった。,STEP_KEY_SIDE_WIND_RING_ROUTE17_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_SIDE_WIND_RING_ROUTE17_REVISIT,EVENT_KEY_SIDE_WIND_RING_ROUTE17,ACTOR_KEY_NARRATION,REVISIT,よこかぜは\nおなじ みちを ぬける。,STEP_KEY_SIDE_WIND_RING_ROUTE17_END,完了後再訪会話
DIALOGUE_KEY_SIDE_WIND_RING_COMPLETE_INTRO,EVENT_KEY_SIDE_WIND_RING_COMPLETE,ACTOR_KEY_SYSTEM,INTRO,よこかぜが もどり\nひとつの わになった。,STEP_KEY_SIDE_WIND_RING_COMPLETE_PROMPT,報告受付
DIALOGUE_KEY_SIDE_WIND_RING_COMPLETE_PROMPT,EVENT_KEY_SIDE_WIND_RING_COMPLETE,ACTOR_KEY_SYSTEM,PROMPT,かんそくの おれいを\nうけとりますか？,STEP_KEY_SIDE_WIND_RING_COMPLETE_GIVE,報酬受取確認
DIALOGUE_KEY_SIDE_WIND_RING_COMPLETE_COMPLETE,EVENT_KEY_SIDE_WIND_RING_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,モンスターボールを\n5こ うけとった。,STEP_KEY_SIDE_WIND_RING_COMPLETE_SET_DONE,報酬transaction成功後
DIALOGUE_KEY_SIDE_WIND_RING_COMPLETE_SYNC,EVENT_KEY_SIDE_WIND_RING_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,おれいは うけとりずみ。\nかぜを きろくする。,STEP_KEY_SIDE_WIND_RING_COMPLETE_SET_DONE,claim済みでevent state未同期の場合
DIALOGUE_KEY_SIDE_WIND_RING_COMPLETE_DECLINE,EVENT_KEY_SIDE_WIND_RING_COMPLETE,ACTOR_KEY_SYSTEM,DECLINE,もちものを ととのえて\nまた どうぞ。,STEP_KEY_SIDE_WIND_RING_COMPLETE_END,受取辞退
DIALOGUE_KEY_SIDE_WIND_RING_COMPLETE_REVISIT,EVENT_KEY_SIDE_WIND_RING_COMPLETE,ACTOR_KEY_SYSTEM,REVISIT,かぜの わは\nきろくずみ。,STEP_KEY_SIDE_WIND_RING_COMPLETE_END,完了後
DIALOGUE_KEY_MAIN_EARLY_FOUR_COMPLETE_INTRO,EVENT_KEY_MAIN_EARLY_FOUR_COMPLETE,ACTOR_KEY_EVENT_MINAMI,INTRO,4つの しょうが\nひとつの ちずに なった。,STEP_KEY_MAIN_EARLY_FOUR_COMPLETE_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_MAIN_EARLY_FOUR_COMPLETE_COMPLETE,EVENT_KEY_MAIN_EARLY_FOUR_COMPLETE,ACTOR_KEY_EVENT_MINAMI,COMPLETE,ここまでで ひとくぎり。\nつづきは でんどうご。,STEP_KEY_MAIN_EARLY_FOUR_COMPLETE_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_MAIN_EARLY_FOUR_COMPLETE_REVISIT,EVENT_KEY_MAIN_EARLY_FOUR_COMPLETE,ACTOR_KEY_EVENT_MINAMI,REVISIT,まえはんの きろくは\nかんせいしている。,STEP_KEY_MAIN_EARLY_FOUR_COMPLETE_END,完了後再訪会話
DIALOGUE_KEY_FACILITY_SAFARI_OFFICE_INTRO,EVENT_KEY_FACILITY_SAFARI_OFFICE,ACTOR_KEY_EVENT_KAI,INTRO,ここでは つかまえるより\nくらしを みてほしい。,STEP_KEY_FACILITY_SAFARI_OFFICE_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_FACILITY_SAFARI_OFFICE_COMPLETE,EVENT_KEY_FACILITY_SAFARI_OFFICE,ACTOR_KEY_EVENT_KAI,COMPLETE,ちゅうおうから\nひがし きた にしへ。,STEP_KEY_FACILITY_SAFARI_OFFICE_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_FACILITY_SAFARI_OFFICE_REVISIT,EVENT_KEY_FACILITY_SAFARI_OFFICE,ACTOR_KEY_EVENT_KAI,REVISIT,おいかけず\nあしあとを みよう。,STEP_KEY_FACILITY_SAFARI_OFFICE_END,完了後再訪会話
DIALOGUE_KEY_FLAVOR_SAFARI_EAST_INTRO,EVENT_KEY_FLAVOR_SAFARI_EAST,ACTOR_KEY_NARRATION,INTRO,みずべに おおきさの\nちがう あしあと。,STEP_KEY_FLAVOR_SAFARI_EAST_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_FLAVOR_SAFARI_EAST_COMPLETE,EVENT_KEY_FLAVOR_SAFARI_EAST,ACTOR_KEY_NARRATION,COMPLETE,おやと こが\nおなじ みちを とおる。,STEP_KEY_FLAVOR_SAFARI_EAST_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_FLAVOR_SAFARI_EAST_REVISIT,EVENT_KEY_FLAVOR_SAFARI_EAST,ACTOR_KEY_NARRATION,REVISIT,あしあとは\nみずべへ つづく。,STEP_KEY_FLAVOR_SAFARI_EAST_END,完了後再訪会話
DIALOGUE_KEY_FLAVOR_SAFARI_NORTH_INTRO,EVENT_KEY_FLAVOR_SAFARI_NORTH,ACTOR_KEY_NARRATION,INTRO,たかい くさの なかで\nゆっくり おとが する。,STEP_KEY_FLAVOR_SAFARI_NORTH_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_FLAVOR_SAFARI_NORTH_COMPLETE,EVENT_KEY_FLAVOR_SAFARI_NORTH,ACTOR_KEY_NARRATION,COMPLETE,おおきな むれが\nやすんでいる。,STEP_KEY_FLAVOR_SAFARI_NORTH_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_FLAVOR_SAFARI_NORTH_REVISIT,EVENT_KEY_FLAVOR_SAFARI_NORTH,ACTOR_KEY_NARRATION,REVISIT,くさの おとは\nおだやかだ。,STEP_KEY_FLAVOR_SAFARI_NORTH_END,完了後再訪会話
DIALOGUE_KEY_FLAVOR_SAFARI_WEST_INTRO,EVENT_KEY_FLAVOR_SAFARI_WEST,ACTOR_KEY_NARRATION,INTRO,いわの すきまから\nつめたい かぜが でる。,STEP_KEY_FLAVOR_SAFARI_WEST_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_FLAVOR_SAFARI_WEST_COMPLETE,EVENT_KEY_FLAVOR_SAFARI_WEST,ACTOR_KEY_NARRATION,COMPLETE,ちいさな いのちが\nひるを すごす ばしょだ。,STEP_KEY_FLAVOR_SAFARI_WEST_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_FLAVOR_SAFARI_WEST_REVISIT,EVENT_KEY_FLAVOR_SAFARI_WEST,ACTOR_KEY_NARRATION,REVISIT,つめたい かぜは\nいまも ぬけている。,STEP_KEY_FLAVOR_SAFARI_WEST_END,完了後再訪会話
DIALOGUE_KEY_MAIN_POSTHOF_RETURN_INTRO,EVENT_KEY_MAIN_POSTHOF_RETURN,ACTOR_KEY_EVENT_MINAMI,INTRO,トウホクの たびを\nさいごまで みたんだね。,STEP_KEY_MAIN_POSTHOF_RETURN_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_MAIN_POSTHOF_RETURN_COMPLETE,EVENT_KEY_MAIN_POSTHOF_RETURN,ACTOR_KEY_EVENT_MINAMI,COMPLETE,のこり4しょうと\nリーグの きろくを ひらく。,STEP_KEY_MAIN_POSTHOF_RETURN_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_MAIN_POSTHOF_RETURN_REVISIT,EVENT_KEY_MAIN_POSTHOF_RETURN,ACTOR_KEY_EVENT_MINAMI,REVISIT,こうはんの きろくは\nセキチクから。,STEP_KEY_MAIN_POSTHOF_RETURN_END,完了後再訪会話
DIALOGUE_KEY_CERT_5_FUCHSIA_INTRO,EVENT_KEY_CERT_5_FUCHSIA,ACTOR_KEY_SYSTEM,INTRO,だい5にんてい。\nむれとの まを よむ。,STEP_KEY_CERT_5_FUCHSIA_PROMPT,認定テーマ提示
DIALOGUE_KEY_CERT_5_FUCHSIA_PROMPT,EVENT_KEY_CERT_5_FUCHSIA,ACTOR_KEY_SYSTEM,PROMPT,きろくせんを\nはじめますか？,STEP_KEY_CERT_5_FUCHSIA_BATTLE,認定戦開始確認
DIALOGUE_KEY_CERT_5_FUCHSIA_WIN,EVENT_KEY_CERT_5_FUCHSIA,ACTOR_KEY_SYSTEM,COMPLETE,しょうりを かくにん。\nだい5しょう とうろく。,STEP_KEY_CERT_5_FUCHSIA_SET_DONE,勝利後登録
DIALOGUE_KEY_CERT_5_FUCHSIA_SYNC,EVENT_KEY_CERT_5_FUCHSIA,ACTOR_KEY_SYSTEM,COMPLETE,しょうりずみを かくにん。\nだい5しょう とうろく。,STEP_KEY_CERT_5_FUCHSIA_SET_DONE,既存defeat済み同期
DIALOGUE_KEY_CERT_5_FUCHSIA_DECLINE,EVENT_KEY_CERT_5_FUCHSIA,ACTOR_KEY_SYSTEM,DECLINE,じゅんびが できたら\nまた どうぞ。,STEP_KEY_CERT_5_FUCHSIA_END,辞退時
DIALOGUE_KEY_CERT_5_FUCHSIA_LOSS,EVENT_KEY_CERT_5_FUCHSIA,ACTOR_KEY_SYSTEM,FAILURE,きろくは のこさない。\nもういちど どうぞ。,STEP_KEY_CERT_5_FUCHSIA_END,敗北後再試行案内
DIALOGUE_KEY_CERT_5_FUCHSIA_REVISIT,EVENT_KEY_CERT_5_FUCHSIA,ACTOR_KEY_SYSTEM,REVISIT,だい5しょうは\nとうろくずみ。,STEP_KEY_CERT_5_FUCHSIA_END,認定済み
DIALOGUE_KEY_CERT_6_SAFFRON_INTRO,EVENT_KEY_CERT_6_SAFFRON,ACTOR_KEY_SYSTEM,INTRO,だい6にんてい。\nじょうほうを さきによむ。,STEP_KEY_CERT_6_SAFFRON_PROMPT,認定テーマ提示
DIALOGUE_KEY_CERT_6_SAFFRON_PROMPT,EVENT_KEY_CERT_6_SAFFRON,ACTOR_KEY_SYSTEM,PROMPT,きろくせんを\nはじめますか？,STEP_KEY_CERT_6_SAFFRON_BATTLE,認定戦開始確認
DIALOGUE_KEY_CERT_6_SAFFRON_WIN,EVENT_KEY_CERT_6_SAFFRON,ACTOR_KEY_SYSTEM,COMPLETE,しょうりを かくにん。\nだい6しょう とうろく。,STEP_KEY_CERT_6_SAFFRON_SET_DONE,勝利後登録
DIALOGUE_KEY_CERT_6_SAFFRON_SYNC,EVENT_KEY_CERT_6_SAFFRON,ACTOR_KEY_SYSTEM,COMPLETE,しょうりずみを かくにん。\nだい6しょう とうろく。,STEP_KEY_CERT_6_SAFFRON_SET_DONE,既存defeat済み同期
DIALOGUE_KEY_CERT_6_SAFFRON_DECLINE,EVENT_KEY_CERT_6_SAFFRON,ACTOR_KEY_SYSTEM,DECLINE,じゅんびが できたら\nまた どうぞ。,STEP_KEY_CERT_6_SAFFRON_END,辞退時
DIALOGUE_KEY_CERT_6_SAFFRON_LOSS,EVENT_KEY_CERT_6_SAFFRON,ACTOR_KEY_SYSTEM,FAILURE,きろくは のこさない。\nもういちど どうぞ。,STEP_KEY_CERT_6_SAFFRON_END,敗北後再試行案内
DIALOGUE_KEY_CERT_6_SAFFRON_REVISIT,EVENT_KEY_CERT_6_SAFFRON,ACTOR_KEY_SYSTEM,REVISIT,だい6しょうは\nとうろくずみ。,STEP_KEY_CERT_6_SAFFRON_END,認定済み
DIALOGUE_KEY_CERT_7_CINNABAR_INTRO,EVENT_KEY_CERT_7_CINNABAR,ACTOR_KEY_SYSTEM,INTRO,だい7にんてい。\nねつの つかいどころ。,STEP_KEY_CERT_7_CINNABAR_PROMPT,認定テーマ提示
DIALOGUE_KEY_CERT_7_CINNABAR_PROMPT,EVENT_KEY_CERT_7_CINNABAR,ACTOR_KEY_SYSTEM,PROMPT,きろくせんを\nはじめますか？,STEP_KEY_CERT_7_CINNABAR_BATTLE,認定戦開始確認
DIALOGUE_KEY_CERT_7_CINNABAR_WIN,EVENT_KEY_CERT_7_CINNABAR,ACTOR_KEY_SYSTEM,COMPLETE,しょうりを かくにん。\nだい7しょう とうろく。,STEP_KEY_CERT_7_CINNABAR_SET_DONE,勝利後登録
DIALOGUE_KEY_CERT_7_CINNABAR_SYNC,EVENT_KEY_CERT_7_CINNABAR,ACTOR_KEY_SYSTEM,COMPLETE,しょうりずみを かくにん。\nだい7しょう とうろく。,STEP_KEY_CERT_7_CINNABAR_SET_DONE,既存defeat済み同期
DIALOGUE_KEY_CERT_7_CINNABAR_DECLINE,EVENT_KEY_CERT_7_CINNABAR,ACTOR_KEY_SYSTEM,DECLINE,じゅんびが できたら\nまた どうぞ。,STEP_KEY_CERT_7_CINNABAR_END,辞退時
DIALOGUE_KEY_CERT_7_CINNABAR_LOSS,EVENT_KEY_CERT_7_CINNABAR,ACTOR_KEY_SYSTEM,FAILURE,きろくは のこさない。\nもういちど どうぞ。,STEP_KEY_CERT_7_CINNABAR_END,敗北後再試行案内
DIALOGUE_KEY_CERT_7_CINNABAR_REVISIT,EVENT_KEY_CERT_7_CINNABAR,ACTOR_KEY_SYSTEM,REVISIT,だい7しょうは\nとうろくずみ。,STEP_KEY_CERT_7_CINNABAR_END,認定済み
DIALOGUE_KEY_SIDE_COLD_CURRENT_START_INTRO,EVENT_KEY_SIDE_COLD_CURRENT_START,ACTOR_KEY_EVENT_AO,INTRO,あたたかい うみが\nしまの まえで かわる。,STEP_KEY_SIDE_COLD_CURRENT_START_PROMPT,初回説明
DIALOGUE_KEY_SIDE_COLD_CURRENT_START_PROMPT,EVENT_KEY_SIDE_COLD_CURRENT_START,ACTOR_KEY_EVENT_AO,PROMPT,20ばんどうろから\nふたごじまへ いく？,STEP_KEY_SIDE_COLD_CURRENT_START_ACCEPT,YES_NO表示文
DIALOGUE_KEY_SIDE_COLD_CURRENT_START_ACCEPT,EVENT_KEY_SIDE_COLD_CURRENT_START,ACTOR_KEY_EVENT_AO,ACCEPT,みずの いろと\nかぜの つめたさを みて。,STEP_KEY_SIDE_COLD_CURRENT_START_SET_DONE,受諾確認
DIALOGUE_KEY_SIDE_COLD_CURRENT_START_DECLINE,EVENT_KEY_SIDE_COLD_CURRENT_START,ACTOR_KEY_EVENT_AO,DECLINE,うみが あれたら\nやすもう。,STEP_KEY_SIDE_COLD_CURRENT_START_END,辞退時
DIALOGUE_KEY_SIDE_COLD_CURRENT_START_REVISIT,EVENT_KEY_SIDE_COLD_CURRENT_START,ACTOR_KEY_EVENT_AO,REVISIT,20ばんどうろの\nつめたい かぜを みて。,STEP_KEY_SIDE_COLD_CURRENT_START_END,完了後
DIALOGUE_KEY_SIDE_COLD_CURRENT_ROUTE20_INTRO,EVENT_KEY_SIDE_COLD_CURRENT_ROUTE20,ACTOR_KEY_NARRATION,INTRO,うみの いろが\nここで すこし こくなる。,STEP_KEY_SIDE_COLD_CURRENT_ROUTE20_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_SIDE_COLD_CURRENT_ROUTE20_COMPLETE,EVENT_KEY_SIDE_COLD_CURRENT_ROUTE20,ACTOR_KEY_NARRATION,COMPLETE,つめたい ながれが\nしまへ まわりこむ。,STEP_KEY_SIDE_COLD_CURRENT_ROUTE20_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_SIDE_COLD_CURRENT_ROUTE20_REVISIT,EVENT_KEY_SIDE_COLD_CURRENT_ROUTE20,ACTOR_KEY_NARRATION,REVISIT,こい みずの せんは\nしまへ つづく。,STEP_KEY_SIDE_COLD_CURRENT_ROUTE20_END,完了後再訪会話
DIALOGUE_KEY_SIDE_COLD_CURRENT_COMPLETE_INTRO,EVENT_KEY_SIDE_COLD_CURRENT_COMPLETE,ACTOR_KEY_SYSTEM,INTRO,こおりの おくに\nあたたかい ひかりが ある。,STEP_KEY_SIDE_COLD_CURRENT_COMPLETE_PROMPT,既存取得host前の導入
DIALOGUE_KEY_SIDE_COLD_CURRENT_COMPLETE_PROMPT,EVENT_KEY_SIDE_COLD_CURRENT_COMPLETE,ACTOR_KEY_SYSTEM,PROMPT,ひかりへ\nこえを かけますか？,STEP_KEY_SIDE_COLD_CURRENT_COMPLETE_CALL,取得実行確認
DIALOGUE_KEY_SIDE_COLD_CURRENT_COMPLETE_COMPLETE,EVENT_KEY_SIDE_COLD_CURRENT_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,とおい ひかりの けはいが\nなかまに くわわった。,STEP_KEY_SIDE_COLD_CURRENT_COMPLETE_SET_DONE,既存transaction成功後
DIALOGUE_KEY_SIDE_COLD_CURRENT_COMPLETE_SYNC,EVENT_KEY_SIDE_COLD_CURRENT_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,その ひかりは\nすでに こたえている。,STEP_KEY_SIDE_COLD_CURRENT_COMPLETE_SET_DONE,既存claim済み同期
DIALOGUE_KEY_SIDE_COLD_CURRENT_COMPLETE_DECLINE,EVENT_KEY_SIDE_COLD_CURRENT_COMPLETE,ACTOR_KEY_SYSTEM,DECLINE,ひかりは きえない。\nまた こえを かけよう。,STEP_KEY_SIDE_COLD_CURRENT_COMPLETE_END,辞退時
DIALOGUE_KEY_SIDE_COLD_CURRENT_COMPLETE_FAILURE,EVENT_KEY_SIDE_COLD_CURRENT_COMPLETE,ACTOR_KEY_SYSTEM,FAILURE,うけいれる ばしょを\nあけて もどろう。,STEP_KEY_SIDE_COLD_CURRENT_COMPLETE_END,party/PC容量不足等
DIALOGUE_KEY_SIDE_COLD_CURRENT_COMPLETE_REVISIT,EVENT_KEY_SIDE_COLD_CURRENT_COMPLETE,ACTOR_KEY_SYSTEM,REVISIT,あたたかい ひかりは\nきろくずみ。,STEP_KEY_SIDE_COLD_CURRENT_COMPLETE_END,取得済み再訪
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_START_INTRO,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_START,ACTOR_KEY_EVENT_EN,INTRO,しまの ねつは\nうみの したまで つづく。,STEP_KEY_SIDE_VOLCANO_ARCHIVE_START_PROMPT,初回説明
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_START_PROMPT,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_START,ACTOR_KEY_EVENT_EN,PROMPT,やしきと けんきゅうしつを\nじゅんに みる？,STEP_KEY_SIDE_VOLCANO_ARCHIVE_START_ACCEPT,YES_NO表示文
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_START_ACCEPT,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_START,ACTOR_KEY_EVENT_EN,ACCEPT,ふるい きろくを\nいまの あんぜんへ。,STEP_KEY_SIDE_VOLCANO_ARCHIVE_START_SET_DONE,受諾確認
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_START_DECLINE,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_START,ACTOR_KEY_EVENT_EN,DECLINE,ねつが ひいた ときに\nまた たのむ。,STEP_KEY_SIDE_VOLCANO_ARCHIVE_START_END,辞退時
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_START_REVISIT,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_START,ACTOR_KEY_EVENT_EN,REVISIT,やしきから\nけんきゅうしつへ。,STEP_KEY_SIDE_VOLCANO_ARCHIVE_START_END,完了後
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_MANSION_INTRO,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_MANSION,ACTOR_KEY_NARRATION,INTRO,ふるい きろくに\nひやす じゅんじょが ある。,STEP_KEY_SIDE_VOLCANO_ARCHIVE_MANSION_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_MANSION_COMPLETE,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_MANSION,ACTOR_KEY_NARRATION,COMPLETE,ねつを にがす みちを\nきろくした。,STEP_KEY_SIDE_VOLCANO_ARCHIVE_MANSION_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_MANSION_REVISIT,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_MANSION,ACTOR_KEY_NARRATION,REVISIT,ひやす じゅんじょは\nほぞんずみ。,STEP_KEY_SIDE_VOLCANO_ARCHIVE_MANSION_END,完了後再訪会話
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE_INTRO,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE,ACTOR_KEY_SYSTEM,INTRO,ひやす じゅんじょで\nふるい けはいが うごく。,STEP_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE_PROMPT,既存取得host前の導入
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE_PROMPT,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE,ACTOR_KEY_SYSTEM,PROMPT,けはいへ\nこえを かけますか？,STEP_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE_CALL,取得実行確認
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE_COMPLETE,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,ふるい いのちの けはいが\nなかまに くわわった。,STEP_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE_SET_DONE,既存transaction成功後
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE_SYNC,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE,ACTOR_KEY_SYSTEM,COMPLETE,その けはいは\nすでに こたえている。,STEP_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE_SET_DONE,既存claim済み同期
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE_DECLINE,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE,ACTOR_KEY_SYSTEM,DECLINE,じゅんじょを まもって\nまた こえを かけよう。,STEP_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE_END,辞退時
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE_FAILURE,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE,ACTOR_KEY_SYSTEM,FAILURE,うけいれる ばしょを\nあけて もどろう。,STEP_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE_END,party/PC容量不足等
DIALOGUE_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE_REVISIT,EVENT_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE,ACTOR_KEY_SYSTEM,REVISIT,さいせいの きろくは\nかんりずみ。,STEP_KEY_SIDE_VOLCANO_ARCHIVE_COMPLETE_END,取得済み再訪
DIALOGUE_KEY_QOL_LICENSE_SYNC_INTRO,EVENT_KEY_QOL_LICENSE_SYNC,ACTOR_KEY_SYSTEM,INTRO,わざの きろくと\nとくべつな けはいを つなぐ。,STEP_KEY_QOL_LICENSE_SYNC_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_QOL_LICENSE_SYNC_COMPLETE,EVENT_KEY_QOL_LICENSE_SYNC,ACTOR_KEY_SYSTEM,COMPLETE,TMと レーダーを\nくりかえし つかえる。,STEP_KEY_QOL_LICENSE_SYNC_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_QOL_LICENSE_SYNC_REVISIT,EVENT_KEY_QOL_LICENSE_SYNC,ACTOR_KEY_SYSTEM,REVISIT,ライセンスは\nどうぐから かくにん。,STEP_KEY_QOL_LICENSE_SYNC_END,完了後再訪会話
DIALOGUE_KEY_QOL_COMPETITIVE_SUPPLY_INTRO,EVENT_KEY_QOL_COMPETITIVE_SUPPLY,ACTOR_KEY_SYSTEM,INTRO,たいせんむけの\nどうぐが そろった。,STEP_KEY_QOL_COMPETITIVE_SUPPLY_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_QOL_COMPETITIVE_SUPPLY_COMPLETE,EVENT_KEY_QOL_COMPETITIVE_SUPPLY,ACTOR_KEY_SYSTEM,COMPLETE,こうかんさきは\nきぞんの みせで かくにん。,STEP_KEY_QOL_COMPETITIVE_SUPPLY_SET_DONE,成功確定直前の完了会話
DIALOGUE_KEY_QOL_COMPETITIVE_SUPPLY_REVISIT,EVENT_KEY_QOL_COMPETITIVE_SUPPLY,ACTOR_KEY_SYSTEM,REVISIT,たいせんどうぐは\nみせで えらべる。,STEP_KEY_QOL_COMPETITIVE_SUPPLY_END,完了後再訪会話
DIALOGUE_KEY_QOL_HIGH_RAID_INTRO,EVENT_KEY_QOL_HIGH_RAID,ACTOR_KEY_SYSTEM,INTRO,つよい けはいの\nはんのうが ふえた。,STEP_KEY_QOL_HIGH_RAID_COMPLETE,初回導入。短文のみ
DIALOGUE_KEY_QOL_HIGH_RAID_COMPLETE,EVENT_KEY_QOL_HIGH_RAID,ACTOR_KEY_SYSTEM,COMPLETE,こうなんどの ばしょは\nレーダーで かくにん。,STEP_KEY_QOL_HIGH_RAID_SET_DONE,成功確定直前の完了会話
