encounter_key,gimmick_type,user_party_slot,required_item_key,unlock_expression,ai_activation_policy,runtime_feature_required,runtime_status,fallback_behavior,activation_test,design_reason
ENC_TOHOKU_REF_0646,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_03_035 (G3/M35 object:9 @(12,44))のTOHOKU_BATTLE_SEARCHER_REMATCH_BREEDER。SINGLEの対処順として、先発[サイホーン＝対策範囲を見せる先発]→中核[ラッキー＝特殊受け]→切り札[トゲチック＝妨害]の順で地域生態と固有の二つの勝ち筋を、先発・中核・切り札へ分ける。構成候補=サイホーン・ワルビル・ラッキー・トゲチック。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0646固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0647,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_03_035 (G3/M35 object:9 @(12,44))のTOHOKU_BATTLE_SEARCHER_REMATCH_BREEDER。SINGLEの対処順として、先発[サイホーン＝対策範囲を見せる先発]→中核[ラッキー＝特殊受け]→切り札[ペルシアン＝高速ノーマル]の順で地域生態と固有の二つの勝ち筋を、先発・中核・切り札へ分ける。構成候補=サイホーン・ワルビル・ラッキー・ペルシアン。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0647固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0648,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_03_035 (G3/M35 object:16 @(14,25))のTOHOKU_BATTLE_SEARCHER_REMATCH_BREEDER。DOUBLEの二体同時展開として、先発[ヤミカラス＝モスギス側の支援]→中核[ワタシラガ＝リーダー先発の予告]→切り札[エルフーン＝優先補助]の順で地域生態と固有の二つの勝ち筋を、先発・中核・切り札へ分ける。構成候補=ヤミカラス・ファイアロー・ワタシラガ・エルフーン。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0648固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0649,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_03_035 (G3/M35 object:16 @(14,25))のTOHOKU_BATTLE_SEARCHER_REMATCH_BREEDER。DOUBLEの二体同時展開として、先発[ヤミカラス＝モスギス側の支援]→中核[ディザソル＝モスギス側の両刀エース]→切り札[ワタシラガ＝先発支援・速度低下]の順で地域生態と固有の二つの勝ち筋を、先発・中核・切り札へ分ける。構成候補=ヤミカラス・レクオレ・ディザソル・ワタシラガ。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0649固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0650,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_ACTIVATION; AI_FULL_SMART uses only disclosed battle state and normal switch/item logic.,FEATURE_STANDARD_TRAINER_BATTLE,STANDARD_RUNTIME,This row is already the deterministic normal-battle path; no mechanic state is allocated.,"Expected-battle and legality cases verify no special activation, no locked item, and source-owned defeat/rematch cleanup.","Task01 selected NONE for this identity/map; tactical density comes from roles, fixed levels, legal items and AI rather than a special mechanic. VEGA_PHYSICAL_01_040 (G1/M40 object:11 @(38,18))のTOHOKU_GENERAL_SCIENTIST。SINGLEの対処順として、先発[ファマイン＝ほのおタイプ一致運用御三家]→中核[フォリキー＝終盤の積みアタッカー]→切り札[イオルブ＝壁]の順で人工・電気・毒の実験的な状態異常と交代操作を役割分担する。構成候補=ファマイン・ニートン・フォリキー・イオルブ。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0650固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0651,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_ACTIVATION; AI_FULL_SMART uses only disclosed battle state and normal switch/item logic.,FEATURE_STANDARD_TRAINER_BATTLE,STANDARD_RUNTIME,This row is already the deterministic normal-battle path; no mechanic state is allocated.,"Expected-battle and legality cases verify no special activation, no locked item, and source-owned defeat/rematch cleanup.","Task01 selected NONE for this identity/map; tactical density comes from roles, fixed levels, legal items and AI rather than a special mechanic. VEGA_PHYSICAL_01_041 (G1/M41 object:10 @(31,18))のTOHOKU_GENERAL_SCIENTIST。SINGLEの対処順として、先発[イオルブ＝壁]→中核[メタング＝メタグロス予告]→切り札[メタグロス＝重戦車]の順で人工・電気・毒の実験的な状態異常と交代操作を役割分担する。構成候補=イオルブ・イエッサン・メタング・メタグロス。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0651固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0652,NONE,0,ITEM_KEY_NONE,NONE,NO_GIMMICK_SELECTION; AI uses only visible battle state and legal normal actions.,FEATURE_STANDARD_TRAINER_BATTLE,NO_SPECIAL_RUNTIME_REQUIRED,"Run the authored normal party with current ABI only; no transformation, crystal consumption, type override, or three-turn state.","Assert zero gimmick activations and zero mechanic state before/after battle, loss, and save/reload; assert standard battle completes normally.","TOHOKU_LEAGUE_APPROACH / TOHOKU_GENERAL_BIRD; difficulty comes from party roles, fixed levels, legal items, AI, and counterplay rather than a hidden mechanic."
ENC_TOHOKU_REF_0653,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_01_005 (G1/M5 object:4 @(19,4))のTOHOKU_GENERAL_DH。SINGLEの対処順として、先発[レアコイル＝電磁支援]→中核[ブロロローム＝初回通常形態講習]→切り札[ゴースト＝行動保証付き妨害]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=レアコイル・ヒトデマン・ブロロローム・ゴースト。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0653固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0654,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_01_005 (G1/M5 object:5 @(23,2))のTOHOKU_GENERAL_DH。SINGLEの対処順として、先発[ブロロローム＝初回通常形態講習]→中核[ポリゴンZ＝特殊]→切り札[クチート＝通常形態の切り札]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=ブロロローム・スターミー・ポリゴンZ・クチート。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0654固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0655,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_ACTIVATION; AI_FULL_SMART uses only disclosed battle state and normal switch/item logic.,FEATURE_STANDARD_TRAINER_BATTLE,STANDARD_RUNTIME,This row is already the deterministic normal-battle path; no mechanic state is allocated.,"Expected-battle and legality cases verify no special activation, no locked item, and source-owned defeat/rematch cleanup.","Task01 selected NONE for this identity/map; tactical density comes from roles, fixed levels, legal items and AI rather than a special mechanic. VEGA_PHYSICAL_01_041 (G1/M41 object:7 @(4,18))のTOHOKU_GENERAL_SCIENTIST。SINGLEの対処順として、先発[イオルブ＝壁]→中核[メタング＝メタグロス予告]→切り札[ロトム＝機械憑依]の順で人工・電気・毒の実験的な状態異常と交代操作を役割分担する。構成候補=イオルブ・イエッサン・メタング・ロトム。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0655固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0656,TERASTAL,5,ITEM_KEY_NONE,KANTO_LEAGUE_CLEAR && RUNTIME_TERASTAL_TRAINER_READY,Once only; activate GRASS on slot 5 after its role is visible and only when MOVE_KEY_ENERGYBALL pressure or a documented defensive turn benefits; no surprise-immunity-only activation and no hidden-choice read.,FEATURE_TRAINER_TERASTAL_CONTEXT|FEATURE_REMATCH_CAPSTONE_BRANCH_GATE,NEEDS_FINAL_CODEX_INTEGRATION,"If unlock, type override, STAB/UI, or cleanup support is unavailable, retain original typing and normal STAB; no type override state is allocated.","Verify explicit GRASS type, MOVE_KEY_ENERGYBALL STAB, defensive type chart/UI/AI, one activation, and cleanup on switch/faint/battle end/loss/save-reload.","Identity-linked capstone selected by Task01; explicit tera type GRASS, telegraphed by MOVE_KEY_ENERGYBALL, user slot 5. Telegraph and multiple counterplay routes are preserved: 主警戒=設置+状態異常+交代操作。対抗路①除去技・ブーツ・短期決着のいずれかを選ぶ、②状態技を撃つターンに高火力または挑発を通す。ENC_TOHOKU_REF_0656では単一species・単一type・完全な先読みAIだけを必須解にしない。高難度でも対抗路①先発への即時tempo、②耐久pivot＋status/除去、③speed controlまたはpriorityのうち最低二つを有効にし、完全有利な単一species/typeや隠し情報だけを必須解にしない。tera候補typeを予告し、neutral bulk、複数type打点、setup前pressureの三経路を残す。"
ENC_TOHOKU_REF_0657,TERASTAL,4,ITEM_KEY_NONE,KANTO_LEAGUE_CLEAR && RUNTIME_TERASTAL_TRAINER_READY,Once only; activate WATER on slot 4 after its role is visible and only when MOVE_KEY_SCALD pressure or a documented defensive turn benefits; no surprise-immunity-only activation and no hidden-choice read.,FEATURE_TRAINER_TERASTAL_CONTEXT|FEATURE_REMATCH_CAPSTONE_BRANCH_GATE,NEEDS_FINAL_CODEX_INTEGRATION,"If unlock, type override, STAB/UI, or cleanup support is unavailable, retain original typing and normal STAB; no type override state is allocated.","Verify explicit WATER type, MOVE_KEY_SCALD STAB, defensive type chart/UI/AI, one activation, and cleanup on switch/faint/battle end/loss/save-reload.","Identity-linked capstone selected by Task01; explicit tera type WATER, telegraphed by MOVE_KEY_SCALD, user slot 4. Telegraph and multiple counterplay routes are preserved: 主警戒=設置+状態異常+交代操作。対抗路①除去技・ブーツ・短期決着のいずれかを選ぶ、②状態技を撃つターンに高火力または挑発を通す。ENC_TOHOKU_REF_0657では単一species・単一type・完全な先読みAIだけを必須解にしない。高難度でも対抗路①先発への即時tempo、②耐久pivot＋status/除去、③speed controlまたはpriorityのうち最低二つを有効にし、完全有利な単一species/typeや隠し情報だけを必須解にしない。tera候補typeを予告し、neutral bulk、複数type打点、setup前pressureの三経路を残す。"
ENC_TOHOKU_REF_0658,Z_MOVE,5,ITEM_KEY_GRASSIUM_Z,VEGA_HALL_OF_FAME && KANTO_CERT_COUNT>=4 && RUNTIME_Z_MOVE_TRAINER_READY,Once only from MOVE_KEY_ENERGYBALL; avoid known immunity and an already revealed Protect pattern without reading hidden choices; preserve the ordinary base move when no legal target exists.,FEATURE_TRAINER_Z_MOVE_ONCE|FEATURE_REMATCH_CAPSTONE_BRANCH_GATE,NEEDS_FINAL_CODEX_INTEGRATION,"If unlock or crystal/base-move type validation fails, replace ITEM_KEY_GRASSIUM_Z with a legal role item and use MOVE_KEY_ENERGYBALL normally; branch remains a normal six-member battle.","Verify ITEM_KEY_GRASSIUM_Z matches MOVE_KEY_ENERGYBALL/GRASS, user slot 5, immunity/Protect handling, one use, and cleanup on switch/faint/battle end/loss/save-reload.",Identity-linked capstone selected by Task01; ITEM_KEY_GRASSIUM_Z + MOVE_KEY_ENERGYBALL (GRASS) on slot 5. Telegraph and multiple counterplay routes are preserved: 主警戒=状態異常+交代操作+回復耐久。対抗路①状態耐性・回復・身代わりのいずれかを用意する、②一貫する中火力技で読み負けの損失を抑える。ENC_TOHOKU_REF_0658では単一species・単一type・完全な先読みAIだけを必須解にしない。高難度でも対抗路①先発への即時tempo、②耐久pivot＋status/除去、③speed controlまたはpriorityのうち最低二つを有効にし、完全有利な単一species/typeや隠し情報だけを必須解にしない。Zのuserと対応base moveを予告し、Protect、無効type、耐久pivotの三経路を残す。
ENC_TOHOKU_REF_0659,Z_MOVE,5,ITEM_KEY_FIRIUM_Z,VEGA_HALL_OF_FAME && KANTO_CERT_COUNT>=4 && RUNTIME_Z_MOVE_TRAINER_READY,Once only from MOVE_KEY_HEATWAVE; avoid known immunity and an already revealed Protect pattern without reading hidden choices; preserve the ordinary base move when no legal target exists.,FEATURE_TRAINER_Z_MOVE_ONCE|FEATURE_REMATCH_CAPSTONE_BRANCH_GATE,NEEDS_FINAL_CODEX_INTEGRATION,"If unlock or crystal/base-move type validation fails, replace ITEM_KEY_FIRIUM_Z with a legal role item and use MOVE_KEY_HEATWAVE normally; branch remains a normal six-member battle.","Verify ITEM_KEY_FIRIUM_Z matches MOVE_KEY_HEATWAVE/FIRE, user slot 5, immunity/Protect handling, one use, and cleanup on switch/faint/battle end/loss/save-reload.",Identity-linked capstone selected by Task01; ITEM_KEY_FIRIUM_Z + MOVE_KEY_HEATWAVE (FIRE) on slot 5. Telegraph and multiple counterplay routes are preserved: 主警戒=状態異常+積み展開+交代操作。対抗路①状態耐性・回復・身代わりのいずれかを用意する、②積みターンへ先制圧力を合わせて交換を迫る。ENC_TOHOKU_REF_0659では単一species・単一type・完全な先読みAIだけを必須解にしない。高難度でも対抗路①先発への即時tempo、②耐久pivot＋status/除去、③speed controlまたはpriorityのうち最低二つを有効にし、完全有利な単一species/typeや隠し情報だけを必須解にしない。Zのuserと対応base moveを予告し、Protect、無効type、耐久pivotの三経路を残す。
ENC_TOHOKU_REF_0660,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_01_007 (G1/M7 object:1 @(11,5))のTOHOKU_GENERAL_DH。SINGLEの対処順として、先発[デルビル＝火傷と削り]→中核[エアームド＝はがねタイプ一致運用の耐久エース]→切り札[ゴースト＝行動保証付き妨害]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=デルビル・ブロロローム・エアームド・ゴースト。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0660固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0661,NONE,0,ITEM_KEY_NONE,NONE,NO_GIMMICK_SELECTION; AI uses only visible battle state and legal normal actions.,FEATURE_STANDARD_TRAINER_BATTLE,NO_SPECIAL_RUNTIME_REQUIRED,"Run the authored normal party with current ABI only; no transformation, crystal consumption, type override, or three-turn state.","Assert zero gimmick activations and zero mechanic state before/after battle, loss, and save/reload; assert standard battle completes normally.","TOHOKU_LEAGUE_APPROACH / TOHOKU_GENERAL_BIRD; difficulty comes from party roles, fixed levels, legal items, AI, and counterplay rather than a hidden mechanic."
ENC_TOHOKU_REF_0662,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_ACTIVATION; AI_FULL_SMART uses only disclosed battle state and normal switch/item logic.,FEATURE_STANDARD_TRAINER_BATTLE,STANDARD_RUNTIME,This row is already the deterministic normal-battle path; no mechanic state is allocated.,"Expected-battle and legality cases verify no special activation, no locked item, and source-owned defeat/rematch cleanup.","Task01 selected NONE for this identity/map; tactical density comes from roles, fixed levels, legal items and AI rather than a special mechanic. VEGA_PHYSICAL_01_019 (G1/M19 object:1 @(1,4))のTOHOKU_GENERAL_DRAGON。SINGLEの対処順として、先発[チルタリス＝耐久]→中核[ウルガモス＝積み特殊]→切り札[ドロンチ＝切り札]の順で展開から高火力へ繋ぎ、氷・フェアリー以外にも速度操作や状態異常の対抗路を残す。構成候補=チルタリス・フーディン・ウルガモス・ドロンチ。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0662固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0663,NONE,0,ITEM_KEY_NONE,NONE,NO_GIMMICK_SELECTION; AI uses only visible battle state and legal normal actions.,FEATURE_STANDARD_TRAINER_BATTLE,NO_SPECIAL_RUNTIME_REQUIRED,"Run the authored normal party with current ABI only; no transformation, crystal consumption, type override, or three-turn state.","Assert zero gimmick activations and zero mechanic state before/after battle, loss, and save/reload; assert standard battle completes normally.","TOHOKU_LEAGUE_APPROACH / TOHOKU_GENERAL_DRAGON; difficulty comes from party roles, fixed levels, legal items, AI, and counterplay rather than a hidden mechanic."
ENC_TOHOKU_REF_0664,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_01_021 (G1/M21 object:0 @(0,5))のTOHOKU_GENERAL_DH。SINGLEの対処順として、先発[ブロロン＝新世代機械ポケモンの導入]→中核[ポリゴン2＝耐久人工]→切り札[レアコイル＝電磁支援]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=ブロロン・ポリゴン2・レアコイル。 高難度・多様性改訂では先発・breaker・pivot/support・aceの4機能を要求し、source member 3体から4体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0664固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0665,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_01_008 (G1/M8 object:1 @(9,3))のTOHOKU_GENERAL_DH。SINGLEの対処順として、先発[フローゼル＝高速水アタッカー]→中核[ポリゴンZ＝特殊]→切り札[クチート＝通常形態の切り札]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=フローゼル・ブロロローム・ポリゴンZ・クチート。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0665固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0666,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_GIMMICK; AI uses only visible battle state and ordinary switching/setup logic,NONE_CURRENT_ABI,NO_SPECIAL_RUNTIME_REQUIRED,Not applicable; ordinary party is the sole branch,ASSERT no Mega/Z/Dynamax/Terastal request is emitted,"VEGA_PHYSICAL_01_008 (G1/M8 object:2 @(11,2))のTOHOKU_GENERAL_DH。SINGLEの対処順として、先発[エアームド＝物理受け]→中核[スターミー＝高速範囲]→切り札[ポリゴンZ＝特殊]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=エアームド・ブロロローム・スターミー・ポリゴンZ。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0666固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
ENC_TOHOKU_REF_0667,NONE,0,ITEM_KEY_NONE,NONE,NO_SPECIAL_ACTIVATION; AI_FULL_SMART uses only disclosed battle state and normal switch/item logic.,FEATURE_STANDARD_TRAINER_BATTLE,STANDARD_RUNTIME,This row is already the deterministic normal-battle path; no mechanic state is allocated.,"Expected-battle and legality cases verify no special activation, no locked item, and source-owned defeat/rematch cleanup.","Task01 selected NONE for this identity/map; tactical density comes from roles, fixed levels, legal items and AI rather than a special mechanic. VEGA_PHYSICAL_01_045 (G1/M45 object:2 @(22,6))のTOHOKU_GENERAL_DH。SINGLEの対処順として、先発[ブーバーン＝特殊範囲]→中核[ニドキング＝特殊範囲]→切り札[サーフゴー＝状態変化無効の特殊枠]の順で妨害と人工ポケモンを連携させ、全員を万能カバレッジにしない。構成候補=ブーバーン・パルシェン・ニドキング・サーフゴー。 高難度・多様性改訂では先発制御・物理/特殊の両打点・pivot・cleanerを含む最低4機能を要求し、source member 4体から5体へ拡張する追加枠は既存役割を複製しない。同一species重複はidentity上不可欠な場合だけ、同一主typeは原則2体まで；type specialistはsecondary type・speed tier・攻撃面・support役を分散する。少なくとも独立した勝ち筋を2本持たせ、同一map隣接trainerとは先発＋aceの組合せを重複させない。primary gimmick=NONE。通常戦だけで二つの勝ち筋と交代圧力を成立させ、特殊道具を強さの代用品にしない。ENC_TOHOKU_REF_0667固有の順序・map文脈・二勝ち筋を他戦へ複製しない。"
