battle_id,phase,category,trainer_name,location,battle_format,difficulty,party_slot,active_party_size,species,level,form,ability,nature,item,move1,move2,move3,move4,ev_profile,iv_floor,role,gimmick_user,implementation_note,gimmick_type,gimmick_trigger,ai_rank,trainer_items,reward,unlock_condition,source_url,design_note
AREA_KAZUKI_FINAL,カントーリーグ後,エリア調査ボス,カズキ,こおりのしま・調査区画,シングル,高難度・反復ボス,3,6,セグレイブ,96,,ねつこうかん,ようき,いかさまダイス,つららばり,きょけんとつげき,じしん,りゅうのまい,攻撃252/素早さ252,31,積み,no,,メガシンカ,ユキノオー登場時に即時,5,かいふくのくすり×1,大量経験値／調査ポイント350,初回殿堂入り＋エリア調査再戦,https://w.atwiki.jp/altair0/pages/815.html,原作で経験値稼ぎに使われるエリア調査ボスを、雪構築の反復強敵として再設計。
AREA_KAZUKI_FINAL,カントーリーグ後,エリア調査ボス,カズキ,こおりのしま・調査区画,シングル,高難度・反復ボス,4,6,フリージオ,96,,ふゆう,おくびょう,たべのこし,フリーズドライ,ラスターカノン,じこさいせい,くろいきり,HP164/特攻92/素早さ252,31,特殊受け,no,,メガシンカ,ユキノオー登場時に即時,5,かいふくのくすり×1,大量経験値／調査ポイント350,初回殿堂入り＋エリア調査再戦,https://w.atwiki.jp/altair0/pages/815.html,原作で経験値稼ぎに使われるエリア調査ボスを、雪構築の反復強敵として再設計。
AREA_KAZUKI_FINAL,カントーリーグ後,エリア調査ボス,カズキ,こおりのしま・調査区画,シングル,高難度・反復ボス,5,6,テツノツツミ,97,,クォークチャージ,おくびょう,ブーストエナジー,フリーズドライ,ハイドロポンプ,アンコール,クイックターン,特攻252/素早さ252,31,高速,no,,メガシンカ,ユキノオー登場時に即時,5,かいふくのくすり×1,大量経験値／調査ポイント350,初回殿堂入り＋エリア調査再戦,https://w.atwiki.jp/altair0/pages/815.html,原作で経験値稼ぎに使われるエリア調査ボスを、雪構築の反復強敵として再設計。
AREA_KAZUKI_FINAL,カントーリーグ後,エリア調査ボス,カズキ,こおりのしま・調査区画,シングル,高難度・反復ボス,6,6,ユキノオー,98,,ゆきふらし,ひかえめ,ユキノオナイト,ふぶき,ギガドレイン,だいちのちから,こおりのつぶて,HP188/特攻252/素早さ68,31,メガ切り札,yes,,メガシンカ,ユキノオー登場時に即時,5,かいふくのくすり×1,大量経験値／調査ポイント350,初回殿堂入り＋エリア調査再戦,https://w.atwiki.jp/altair0/pages/815.html,原作で経験値稼ぎに使われるエリア調査ボスを、雪構築の反復強敵として再設計。
AREA_MIDORI_FINAL,カントーリーグ後,エリア調査ボス,ミドリ,こおりのしま・調査区画,シングル,高難度・反復ボス,1,6,マスカーニャ,94,,へんげんじざい,ようき,こだわりハチマキ,トリックフラワー,はたきおとす,とんぼがえり,じゃれつく,攻撃252/素早さ252,31,高速物理,no,,テラスタル,リーフィス登場時にくさテラ,5,かいふくのくすり×1,大量経験値／調査ポイント350,初回殿堂入り＋エリア調査再戦,https://w.atwiki.jp/altair0/pages/815.html,経験値稼ぎ用の反復戦でも、受け・対面操作・積みの学習機会を持たせる。
AREA_MIDORI_FINAL,カントーリーグ後,エリア調査ボス,ミドリ,こおりのしま・調査区画,シングル,高難度・反復ボス,2,6,オリーヴァ,95,,こぼれダネ,ひかえめ,オボンのみ,だいちのはどう,マジカルシャイン,やどりぎのタネ,こうごうせい,HP252/特攻252,31,フィールド,no,,テラスタル,リーフィス登場時にくさテラ,5,かいふくのくすり×1,大量経験値／調査ポイント350,初回殿堂入り＋エリア調査再戦,https://w.atwiki.jp/altair0/pages/815.html,経験値稼ぎ用の反復戦でも、受け・対面操作・積みの学習機会を持たせる。
AREA_MIDORI_FINAL,カントーリーグ後,エリア調査ボス,ミドリ,こおりのしま・調査区画,シングル,高難度・反復ボス,3,6,モロバレル,95,,さいせいりょく,ずぶとい,ゴツゴツメット,キノコのほうし,ギガドレイン,クリアスモッグ,イカサマ,HP252/防御252,31,妨害,no,,テラスタル,リーフィス登場時にくさテラ,5,かいふくのくすり×1,大量経験値／調査ポイント350,初回殿堂入り＋エリア調査再戦,https://w.atwiki.jp/altair0/pages/815.html,経験値稼ぎ用の反復戦でも、受け・対面操作・積みの学習機会を持たせる。
AREA_MIDORI_FINAL,カントーリーグ後,エリア調査ボス,ミドリ,こおりのしま・調査区画,シングル,高難度・反復ボス,4,6,アーマーガア,96,,ミラーアーマー,しんちょう,たべのこし,ブレイブバード,ボディプレス,とんぼがえり,はねやすめ,HP252/特防180/防御76,31,対面操作,no,,テラスタル,リーフィス登場時にくさテラ,5,かいふくのくすり×1,大量経験値／調査ポイント350,初回殿堂入り＋エリア調査再戦,https://w.atwiki.jp/altair0/pages/815.html,経験値稼ぎ用の反復戦でも、受け・対面操作・積みの学習機会を持たせる。
AREA_MIDORI_FINAL,カントーリーグ後,エリア調査ボス,ミドリ,こおりのしま・調査区画,シングル,高難度・反復ボス,5,6,ドレディア（ヒスイ）,97,,ようりょくそ,ようき,きあいのタスキ,しょうりのまい,リーフブレード,インファイト,アイススピナー,攻撃252/素早さ252,31,物理積み,no,,テラスタル,リーフィス登場時にくさテラ,5,かいふくのくすり×1,大量経験値／調査ポイント350,初回殿堂入り＋エリア調査再戦,https://w.atwiki.jp/altair0/pages/815.html,経験値稼ぎ用の反復戦でも、受け・対面操作・積みの学習機会を持たせる。
AREA_MIDORI_FINAL,カントーリーグ後,エリア調査ボス,ミドリ,こおりのしま・調査区画,シングル,高難度・反復ボス,6,6,リーフィス,98,,かるわざ,ようき,グラスシード,リーフブレード,アクロバット,つるぎのまい,アンコール,攻撃252/素早さ252,31,くさテラ切り札,yes,,テラスタル,リーフィス登場時にくさテラ,5,かいふくのくすり×1,大量経験値／調査ポイント350,初回殿堂入り＋エリア調査再戦,https://w.atwiki.jp/altair0/pages/815.html,経験値稼ぎ用の反復戦でも、受け・対面操作・積みの学習機会を持たせる。
GEORGE_FINAL,カントーリーグ後,D・H団強敵最終戦,ジョージ,D・Hビル研究区画,シングル,最高難度・主要人物,1,6,エレキブル,95,,でんきエンジン,ようき,とつげきチョッキ,かみなりパンチ,れいとうパンチ,じしん,インファイト,攻撃252/素早さ252,31,受け出し,no,,テラスタル,テツノカイナ登場時にでんきテラ,5,かいふくのくすり×2,研究ポイント500／BP20,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,物理と特殊の両方から受けを崩すD・H研究員型。
GEORGE_FINAL,カントーリーグ後,D・H団強敵最終戦,ジョージ,D・Hビル研究区画,シングル,最高難度・主要人物,2,6,ニドキング,96,,ちからずく,おくびょう,いのちのたま,だいちのちから,ヘドロウェーブ,れいとうビーム,10まんボルト,特攻252/素早さ252,31,特殊崩し,no,,テラスタル,テツノカイナ登場時にでんきテラ,5,かいふくのくすり×2,研究ポイント500／BP20,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,物理と特殊の両方から受けを崩すD・H研究員型。
GEORGE_FINAL,カントーリーグ後,D・H団強敵最終戦,ジョージ,D・Hビル研究区画,シングル,最高難度・主要人物,3,6,メタゲラス,96,,クリアボディ,いじっぱり,とつげきチョッキ,メタルブラスト,じしん,いわなだれ,ギガスパーク,HP124/攻撃252/特防132,31,重戦車,no,,テラスタル,テツノカイナ登場時にでんきテラ,5,かいふくのくすり×2,研究ポイント500／BP20,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,物理と特殊の両方から受けを崩すD・H研究員型。
GEORGE_FINAL,カントーリーグ後,D・H団強敵最終戦,ジョージ,D・Hビル研究区画,シングル,最高難度・主要人物,4,6,ファントマ,97,,ふゆう,おくびょう,きあいのタスキ,シャドーボール,かえんほうしゃ,10まんボルト,みちづれ,特攻252/素早さ252,31,高速特殊,no,,テラスタル,テツノカイナ登場時にでんきテラ,5,かいふくのくすり×2,研究ポイント500／BP20,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,物理と特殊の両方から受けを崩すD・H研究員型。
GEORGE_FINAL,カントーリーグ後,D・H団強敵最終戦,ジョージ,D・Hビル研究区画,シングル,最高難度・主要人物,5,6,ブロロローム,98,,フィルター,ようき,シュカのみ,ホイールスピン,どくづき,10まんばりき,ギアチェンジ,攻撃252/素早さ252,31,積み,no,,テラスタル,テツノカイナ登場時にでんきテラ,5,かいふくのくすり×2,研究ポイント500／BP20,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,物理と特殊の両方から受けを崩すD・H研究員型。
GEORGE_FINAL,カントーリーグ後,D・H団強敵最終戦,ジョージ,D・Hビル研究区画,シングル,最高難度・主要人物,6,6,テツノカイナ,99,,クォークチャージ,いじっぱり,ブーストエナジー,ドレインパンチ,かみなりパンチ,ヘビーボンバー,じしん,HP124/攻撃252/特防132,31,でんきテラ重戦車,yes,,テラスタル,テツノカイナ登場時にでんきテラ,5,かいふくのくすり×2,研究ポイント500／BP20,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,物理と特殊の両方から受けを崩すD・H研究員型。
JACKIE_FINAL,カントーリーグ後,レンジャー最終戦,ジャッキー,523番水道・レンジャー演習場,シングル,最高難度・主要人物,1,6,フローゼル,95,,すいすい,ようき,いのちのたま,ウェーブタックル,れいとうパンチ,アクアジェット,クイックターン,攻撃252/素早さ252,31,高速水,no,,テラスタル,カラミンゴ登場時にひこうテラ,5,かいふくのくすり×2,レンジャー最終証／BP20,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,素早い対面操作と交代を軸にするレンジャーらしい機動戦。
JACKIE_FINAL,カントーリーグ後,レンジャー最終戦,ジャッキー,523番水道・レンジャー演習場,シングル,最高難度・主要人物,2,6,ミルタンク,95,,きもったま,ようき,たべのこし,のしかかり,じしん,ミルクのみ,ステルスロック,HP188/防御68/素早さ252,31,耐久,no,,テラスタル,カラミンゴ登場時にひこうテラ,5,かいふくのくすり×2,レンジャー最終証／BP20,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,素早い対面操作と交代を軸にするレンジャーらしい機動戦。
JACKIE_FINAL,カントーリーグ後,レンジャー最終戦,ジャッキー,523番水道・レンジャー演習場,シングル,最高難度・主要人物,3,6,オオスバメ,96,,こんじょう,ようき,かえんだま,からげんき,ブレイブバード,でんこうせっか,とんぼがえり,攻撃252/素早さ252,31,高速物理,no,,テラスタル,カラミンゴ登場時にひこうテラ,5,かいふくのくすり×2,レンジャー最終証／BP20,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,素早い対面操作と交代を軸にするレンジャーらしい機動戦。
JACKIE_FINAL,カントーリーグ後,レンジャー最終戦,ジャッキー,523番水道・レンジャー演習場,シングル,最高難度・主要人物,4,6,イルカマン,97,,マイティチェンジ,いじっぱり,こだわりハチマキ,ジェットパンチ,ウェーブタックル,インファイト,クイックターン,攻撃252/素早さ252,31,交代エース,no,,テラスタル,カラミンゴ登場時にひこうテラ,5,かいふくのくすり×2,レンジャー最終証／BP20,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,素早い対面操作と交代を軸にするレンジャーらしい機動戦。
JACKIE_FINAL,カントーリーグ後,レンジャー最終戦,ジャッキー,523番水道・レンジャー演習場,シングル,最高難度・主要人物,5,6,ルチャブル,97,,かるわざ,ようき,サイコシード,アクロバット,インファイト,つるぎのまい,アンコール,攻撃252/素早さ252,31,高速積み,no,,テラスタル,カラミンゴ登場時にひこうテラ,5,かいふくのくすり×2,レンジャー最終証／BP20,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,素早い対面操作と交代を軸にするレンジャーらしい機動戦。
JACKIE_FINAL,カントーリーグ後,レンジャー最終戦,ジャッキー,523番水道・レンジャー演習場,シングル,最高難度・主要人物,6,6,カラミンゴ,99,,きもったま,ようき,いのちのたま,ブレイブバード,インファイト,じごくづき,はねやすめ,攻撃252/素早さ252,31,ひこうテラ切り札,yes,,テラスタル,カラミンゴ登場時にひこうテラ,5,かいふくのくすり×2,レンジャー最終証／BP20,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,素早い対面操作と交代を軸にするレンジャーらしい機動戦。
MOSUGISU_FINAL,カントーリーグ後,レンジャー最終戦,モスギス,スフィアいせき・監視区画,シングル,最高難度・主要人物,1,6,ネクロシア,97,,ふゆう,おくびょう,きあいのタスキ,シャドーボール,あくのはどう,だいちのちから,わるだくみ,特攻252/素早さ252,31,先発特殊,no,,テラスタル,ドドゲザンが最後の1体であくテラ,5,かいふくのくすり×2,異常生態パス／BP30,スフィアいせき深層解禁,https://w.atwiki.jp/altair1/pages/39.html,そうだいしょうを最大化するためドドゲザンを必ず最後に温存。
MOSUGISU_FINAL,カントーリーグ後,レンジャー最終戦,モスギス,スフィアいせき・監視区画,シングル,最高難度・主要人物,2,6,ヘルガー,97,,もらいび,おくびょう,こだわりメガネ,だいもんじ,あくのはどう,ヘドロばくだん,ほえる,特攻252/素早さ252,31,炎受け,no,,テラスタル,ドドゲザンが最後の1体であくテラ,5,かいふくのくすり×2,異常生態パス／BP30,スフィアいせき深層解禁,https://w.atwiki.jp/altair1/pages/39.html,そうだいしょうを最大化するためドドゲザンを必ず最後に温存。
MOSUGISU_FINAL,カントーリーグ後,レンジャー最終戦,モスギス,スフィアいせき・監視区画,シングル,最高難度・主要人物,3,6,バンギラス,98,,すなおこし,いじっぱり,とつげきチョッキ,ストーンエッジ,かみくだく,じしん,れいとうパンチ,HP124/攻撃252/特防132,31,砂,no,,テラスタル,ドドゲザンが最後の1体であくテラ,5,かいふくのくすり×2,異常生態パス／BP30,スフィアいせき深層解禁,https://w.atwiki.jp/altair1/pages/39.html,そうだいしょうを最大化するためドドゲザンを必ず最後に温存。
MOSUGISU_FINAL,カントーリーグ後,レンジャー最終戦,モスギス,スフィアいせき・監視区画,シングル,最高難度・主要人物,4,6,バフォット,98,,いかく,ようき,いのちのたま,じごくづき,インファイト,じしん,しんそく,攻撃252/素早さ252,31,ベガ固有,no,,テラスタル,ドドゲザンが最後の1体であくテラ,5,かいふくのくすり×2,異常生態パス／BP30,スフィアいせき深層解禁,https://w.atwiki.jp/altair1/pages/39.html,そうだいしょうを最大化するためドドゲザンを必ず最後に温存。
MOSUGISU_FINAL,カントーリーグ後,レンジャー最終戦,モスギス,スフィアいせき・監視区画,シングル,最高難度・主要人物,5,6,ディザソル,99,,プレッシャー,ようき,きあいのタスキ,つじぎり,れいとうビーム,10まんボルト,しんそく,攻撃252/素早さ252,31,広範囲,no,,テラスタル,ドドゲザンが最後の1体であくテラ,5,かいふくのくすり×2,異常生態パス／BP30,スフィアいせき深層解禁,https://w.atwiki.jp/altair1/pages/39.html,そうだいしょうを最大化するためドドゲザンを必ず最後に温存。
MOSUGISU_FINAL,カントーリーグ後,レンジャー最終戦,モスギス,スフィアいせき・監視区画,シングル,最高難度・主要人物,6,6,ドドゲザン,100,,そうだいしょう,いじっぱり,くろいメガネ,ドゲザン,ふいうち,アイアンヘッド,つるぎのまい,HP116/攻撃252/素早さ140,31,あくテラ最終切り札,yes,,テラスタル,ドドゲザンが最後の1体であくテラ,5,かいふくのくすり×2,異常生態パス／BP30,スフィアいせき深層解禁,https://w.atwiki.jp/altair1/pages/39.html,そうだいしょうを最大化するためドドゲザンを必ず最後に温存。
NABARI_FINAL,カントーリーグ後,D・H団幹部最終戦,ナバリ,D・Hビル最深部,シングル,最高難度・主要人物,1,6,ブロロローム,96,,フィルター,ようき,シュカのみ,ホイールスピン,どくづき,10まんばりき,ギアチェンジ,攻撃252/素早さ252,31,先発積み,no,,メガシンカ,ヘルガー登場時に即時,5,かいふくのくすり×2,D・H研究キー／BP30,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,ナバリの原作中核を維持し、鋼・霊・悪の対面操作へ完成。
NABARI_FINAL,カントーリーグ後,D・H団幹部最終戦,ナバリ,D・Hビル最深部,シングル,最高難度・主要人物,2,6,エアームド,96,,がんじょう,わんぱく,ゴツゴツメット,まきびし,ボディプレス,はねやすめ,ちょうはつ,HP252/防御252,31,物理受け,no,,メガシンカ,ヘルガー登場時に即時,5,かいふくのくすり×2,D・H研究キー／BP30,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,ナバリの原作中核を維持し、鋼・霊・悪の対面操作へ完成。
NABARI_FINAL,カントーリーグ後,D・H団幹部最終戦,ナバリ,D・Hビル最深部,シングル,最高難度・主要人物,3,6,スターミー,97,,アナライズ,おくびょう,たつじんのおび,ハイドロポンプ,サイコショック,れいとうビーム,10まんボルト,特攻252/素早さ252,31,広範囲,no,,メガシンカ,ヘルガー登場時に即時,5,かいふくのくすり×2,D・H研究キー／BP30,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,ナバリの原作中核を維持し、鋼・霊・悪の対面操作へ完成。
NABARI_FINAL,カントーリーグ後,D・H団幹部最終戦,ナバリ,D・Hビル最深部,シングル,最高難度・主要人物,4,6,サーフゴー,97,,おうごんのからだ,おくびょう,こだわりスカーフ,ゴールドラッシュ,シャドーボール,きあいだま,トリック,特攻252/素早さ252,31,妨害拒否,no,,メガシンカ,ヘルガー登場時に即時,5,かいふくのくすり×2,D・H研究キー／BP30,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,ナバリの原作中核を維持し、鋼・霊・悪の対面操作へ完成。
NABARI_FINAL,カントーリーグ後,D・H団幹部最終戦,ナバリ,D・Hビル最深部,シングル,最高難度・主要人物,5,6,ゲンガー,98,,のろわれボディ,おくびょう,きあいのタスキ,シャドーボール,ヘドロウェーブ,きあいだま,みちづれ,特攻252/素早さ252,31,対面,no,,メガシンカ,ヘルガー登場時に即時,5,かいふくのくすり×2,D・H研究キー／BP30,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,ナバリの原作中核を維持し、鋼・霊・悪の対面操作へ完成。
NABARI_FINAL,カントーリーグ後,D・H団幹部最終戦,ナバリ,D・Hビル最深部,シングル,最高難度・主要人物,6,6,ヘルガー,100,,サンパワー,おくびょう,ヘルガナイト,だいもんじ,あくのはどう,ヘドロばくだん,わるだくみ,特攻252/素早さ252,31,メガ切り札,yes,,メガシンカ,ヘルガー登場時に即時,5,かいふくのくすり×2,D・H研究キー／BP30,カントーリーグ制覇,https://w.atwiki.jp/altair1/pages/39.html,ナバリの原作中核を維持し、鋼・霊・悪の対面操作へ完成。
RIVAL_FINAL_PLAYER_ACTASHI,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,1,6,キュウコン（アローラ）,95,,ゆきふらし,おくびょう,ひかりのねんど,オーロラベール,ふぶき,ムーンフォース,アンコール,特攻252/素早さ252,31,壁・天候,no,,テラスタル,リーテイル登場時にくさテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_ACTASHI,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,2,6,ドサイドン,96,,ハードロック,いじっぱり,じゃくてんほけん,じしん,ロックブラスト,れいとうパンチ,アームハンマー,HP172/攻撃252/特防84,31,重戦車,no,,テラスタル,リーテイル登場時にくさテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_ACTASHI,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,3,6,ジバコイル,96,,アナライズ,ひかえめ,とつげきチョッキ,10まんボルト,ラスターカノン,ボルトチェンジ,テラバースト,HP172/特攻252/特防84,31,特殊耐久,no,,テラスタル,リーテイル登場時にくさテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_ACTASHI,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,4,6,メタゲラス,97,,クリアボディ,いじっぱり,たべのこし,メタルブラスト,じしん,いわなだれ,ギガスパーク,HP124/攻撃252/特防132,31,ベガ固有,no,,テラスタル,リーテイル登場時にくさテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_ACTASHI,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,5,6,ドラパルト,98,,すりぬけ,おくびょう,こだわりメガネ,りゅうせいぐん,シャドーボール,かえんほうしゃ,とんぼがえり,特攻252/素早さ252,31,高速特殊,no,,テラスタル,リーテイル登場時にくさテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_ACTASHI,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,6,6,リーテイル,99,,しんりょく,おくびょう,いのちのたま,エナジーボール,エアスラッシュ,おいしげる,ダイヤブラスト,特攻252/素早さ252,31,くさテラ切り札,yes,,テラスタル,リーテイル登場時にくさテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_FAMER,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,1,6,キュウコン（アローラ）,95,,ゆきふらし,おくびょう,ひかりのねんど,オーロラベール,ふぶき,ムーンフォース,アンコール,特攻252/素早さ252,31,壁・天候,no,,テラスタル,タテボーシ登場時にみずテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_FAMER,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,2,6,ドサイドン,96,,ハードロック,いじっぱり,じゃくてんほけん,じしん,ロックブラスト,れいとうパンチ,アームハンマー,HP172/攻撃252/特防84,31,重戦車,no,,テラスタル,タテボーシ登場時にみずテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_FAMER,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,3,6,ジバコイル,96,,アナライズ,ひかえめ,とつげきチョッキ,10まんボルト,ラスターカノン,ボルトチェンジ,テラバースト,HP172/特攻252/特防84,31,特殊耐久,no,,テラスタル,タテボーシ登場時にみずテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_FAMER,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,4,6,メタゲラス,97,,クリアボディ,いじっぱり,たべのこし,メタルブラスト,じしん,いわなだれ,ギガスパーク,HP124/攻撃252/特防132,31,ベガ固有,no,,テラスタル,タテボーシ登場時にみずテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_FAMER,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,5,6,ドラパルト,98,,すりぬけ,おくびょう,こだわりメガネ,りゅうせいぐん,シャドーボール,かえんほうしゃ,とんぼがえり,特攻252/素早さ252,31,高速特殊,no,,テラスタル,タテボーシ登場時にみずテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_FAMER,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,6,6,タテボーシ,99,,げきりゅう,おくびょう,いのちのたま,ねっとう,ヘドロウェーブ,だいちのいかり,シャドーボール,特攻252/素早さ252,31,みずテラ切り札,yes,,テラスタル,タテボーシ登場時にみずテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_LEEPUN,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,1,6,キュウコン（アローラ）,95,,ゆきふらし,おくびょう,ひかりのねんど,オーロラベール,ふぶき,ムーンフォース,アンコール,特攻252/素早さ252,31,壁・天候,no,,テラスタル,ファマイン登場時にほのおテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_LEEPUN,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,2,6,ドサイドン,96,,ハードロック,いじっぱり,じゃくてんほけん,じしん,ロックブラスト,れいとうパンチ,アームハンマー,HP172/攻撃252/特防84,31,重戦車,no,,テラスタル,ファマイン登場時にほのおテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_LEEPUN,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,3,6,ジバコイル,96,,アナライズ,ひかえめ,とつげきチョッキ,10まんボルト,ラスターカノン,ボルトチェンジ,テラバースト,HP172/特攻252/特防84,31,特殊耐久,no,,テラスタル,ファマイン登場時にほのおテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
RIVAL_FINAL_PLAYER_LEEPUN,カントーリーグ後,ライバル最終戦,ライバル,ニューアイランド展望台,シングル,最高難度・主要人物,4,6,メタゲラス,97,,クリアボディ,いじっぱり,たべのこし,メタルブラスト,じしん,いわなだれ,ギガスパーク,HP124/攻撃252/特防132,31,ベガ固有,no,,テラスタル,ファマイン登場時にほのおテラ,5,かいふくのくすり×2,ライバル記念証／各種ミント×3,カントーリーグ制覇＋ライバルイベント完了,https://w.atwiki.jp/altair1/pages/39.html,本編で育ててきた六体の完成形。御三家のみプレイヤー選択で分岐。
