region,map_code,map_name,order,progress_stage,unlock_requirement,recommended_level_range,biome_tags,encounter_modes,legacy_policy,legacy_species_pool,target_new_species_share,story_overlay_rate,postgame_overlay_rate,evolved_wild_policy,narrative_role,new_family_count,new_common_pool,new_night_pool,new_water_fishing_pool,new_rocksmash_headbutt_pool,new_dexnav_pool,new_outbreak_pool,additional_evolution_pool,rotation_rule,hidden_ability_policy,existing_slot_protection,linked_event_ids,linked_event_titles
トーホク,T522,522ばんどうろ／すいどう,22,後半B,バッジ6～7個,Lv.47～54,森林／巨木／崖,草むら／ずつき／夜／DexNav,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種8～10%,常時8～10%,殿堂入り後24～32%,中間進化を一部許可,樹上・格闘・大型種,3,タタッコ,バルチャイ,―,カモネギ,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T523,523ばんどうろ／すいどう,23,リーグ前,バッジ8個,Lv.55～65,外洋／急流／断崖,水上／釣り／DexNav／大量発生,ベガ既存の全スロット・低確率枠を保持,ベガ既存表を保持,新種8～10%,水上8～10%,殿堂入り後25～35%,中間進化＋極低率最終進化,シャクドウ島・チャンピオンロードへの最終水道,4,―,―,ヘイラッシャ、シャリタツ,―,ミニリュウ、タツベイ,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E13,ヒーローの入り江
トーホク,T024,ちえのどうくつ,24,序盤A,アヤメジム前後,Lv.6～9／殿堂入り後Lv.44～48,洞窟／岩盤／塩脈,洞窟／いわくだき／DexNav／固定イベント,既存B1F/B2F/岩砕き表を保持,ディグダ、ダンゴロウ、ライノス、バルキー等,新種6～8%,常時6～8%,殿堂入り後18～25%,基礎種中心,しおのけっしょう崩落イベント,5,―,―,―,モグリュー、メレシー、タンドン、コジオ,―,―,ノコッチ,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E02,しおのけっしょう崩落
トーホク,T025,こころのやかた,25,序盤B,ミルジム前後,Lv.8～13／殿堂入り後Lv.45～48,屋敷／霊的／夜／心理,屋内／夜／DexNav／固定イベント,既存1F/2F/B1F表を保持,オタクン、バーニン、ハクタクン、ロップル等,新種6～8%,常時6～8%,殿堂入り後20～30%,夜のみ一部中間進化,真夜中のお茶会,9,ムンナ、ユニラン、ニャスパー、ミブリム,ヒトモシ、ボクレー、バケッチャ、ヤバチャ、ボチ,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E03,真夜中のお茶会
トーホク,T026,ハクジのもり,26,後半A,バッジ5個前後,Lv.38～48／殿堂入り後Lv.50～65,森林／巨木／花畑／果樹,草むら／ずつき／朝昼／夜／DexNav／固定イベント,既存表と殿堂入り後エリア調査を保持,ベガ既存森林種・エリア調査個体,新種8～10%,常時8～10%,殿堂入り後25～35%,中間進化を一部許可,りんご園・シェイミ・キタカミ系祭礼の接点,12,フラベベ、シュシュプ,タネボー,―,ヒマナッツ、マラカッチ、カブルモ、アブリー、カリキリ、ネマシュ、サッチムシ、カジッチュ、ノノクラゲ,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E06,森のりんご園
トーホク,T027,かいていトンネル,27,中盤A,シオウジム前後,Lv.20～30,海底洞窟／汽水／暗所,洞窟／水上／釣り／いわくだき／DexNav／固定イベント,既存表・ライバル・バトルサーチャー入手を保持,ベガ既存海底種,新種7～9%,常時7～9%,殿堂入り後20～28%,水棲中間進化を低確率,迷い込んだ海流,6,ゴクリン,―,ウパー、カラナクシ、オタマロ、カメテテ、クズモー,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E05,迷い込んだ海流
トーホク,T028,ひのしま,28,中盤B,バッジ4個,Lv.30～40／殿堂入り後Lv.55～70,火山／溶岩／乾燥／洞窟,草むら／洞窟／いわくだき／DexNav／固定イベント,既存島イベント・野生表を保持,ベガ既存火山種,新種8～12%,常時8～12%,殿堂入り後25～35%,火山適応中間進化を許可,二つの鎧・グラードン側調査,14,ガーディ、ポニータ、ヤトウモリ、ヤクデ、カルボウ、カプサイジ,―,―,イワーク、カラカラ、マグマッグ、ドンメル、ナックラー、イワンコ、ドロバンコ,ウソハチ,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E07,ふたつの鎧
トーホク,T029,かみなりのしま,29,中盤B,バッジ4個,Lv.30～40／殿堂入り後Lv.55～70,雷雲／発電設備／草原,草むら／夜／DexNav／大量発生／固定イベント,既存島イベント・野生表を保持,ベガ既存電気種,新種8～12%,常時8～12%,殿堂入り後25～35%,電気中間進化を許可,島全域停電・ロトム調査,13,ラクライ、プラスル、マイナン、コリンク、シママ、エモンガ、エリキテル,イーブイ,―,―,エレズン,メリープ、デデンネ、トゲデマル、ワンパチ,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E08,島全域停電
トーホク,T030,こおりのしま,30,中盤B,バッジ4個,Lv.30～40／殿堂入り後Lv.55～70,氷洞／寒流／雪原,洞窟／水上／釣り／DexNav／固定イベント,既存島イベント・野生表を保持,ベガ既存氷・水種,新種8～12%,常時8～12%,殿堂入り後25～35%,氷中間進化を許可,雪原の育児場・カイオー側調査,6,バニプッチ、クマシュン、カチコール、ユキハミ、コオリッポ、アルクジラ,―,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E09,雪原の育児場
トーホク,T031,ユキユキやま,31,中盤C,オウニジム前後,Lv.36～46／殿堂入り後Lv.58～72,雪山／洞窟／高峰,雪原／洞窟／いわくだき／DexNav／固定イベント,既存山岳イベント・野生表を保持,ベガ既存雪山種,新種8～10%,常時8～10%,殿堂入り後25～35%,600族基礎種はDexNavのみ,迷子のセビエ・ヒスイ進化,9,クリムガン、マケンカニ,―,―,ゴマゾウ、ノズパス、ココドラ、ヒポポタス、ダンゴロ,セビエ,―,ニューラ,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E10,迷子のセビエ
トーホク,T032,ダークタワー,32,後半A,カラスバジム前後,Lv.44～54／殿堂入り後Lv.60～75,塔／暗所／霊的／格闘,屋内／夜／DexNav／固定イベント,既存塔イベントを保持,ベガ既存ゴースト・あく種,新種8～10%,常時8～10%,殿堂入り後25～35%,中間進化を一部許可,聖剣・影・格闘霊の調査,5,アサナン,マンキー、ゾロア、ヤンチャム、ヒトツキ,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T033,ときのようかん,33,後半A,バッジ6個,Lv.43～55／殿堂入り後Lv.60～75,洋館／時計／霊的／エスパー,屋内／朝昼／夜／DexNav／固定イベント,シルフスコープ入手など既存必須処理を保持,ベガ既存洋館種,新種8～10%,常時8～10%,殿堂入り後28～38%,夜のみ中間進化を一部許可,止まった時計・時渡り,6,―,ムウマ、ミカルゲ、ミミッキュ、ダダリン、チャデス,―,―,ドラメシヤ,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E11,止まった時計
トーホク,T034,D・Hビル,34,後半A,バッジ5～7個,Lv.42～55／殿堂入り後Lv.62～78,都市／研究所／人工／無機物,屋内／DexNav／固定イベント／大量発生,既存D・H進行を保持,ベガ既存人工・毒・悪系,新種8～10%,常時8～10%,殿堂入り後30～40%,人工系中間進化を許可,廃棄プロトタイプ・デジタル汚染,13,ケーシィ、スリープ、バネブー、リグレー、カヌチャン、ブロロン,―,―,―,ソーナノ、ヤジロン、リーシャン、ドーミラー、ゴビット、クレッフィ、ジュラルドン,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E12,廃棄プロトタイプ
トーホク,T035,D・Hだんアジト,35,後半A,バッジ5～7個,Lv.44～57／殿堂入り後Lv.65～80,地下施設／工業／毒／暗所,屋内／夜／DexNav／固定イベント,既存アジト・ポケモンのふえ入手を保持,ベガ既存D・H関連種,新種8～10%,常時8～10%,殿堂入り後30～40%,人工系中間進化を許可,密輸個体救出・進化道具回収,7,ヤブクロン,ポチエナ、スカンプー、ロトム、チョロネコ、コマタナ、ベロバー,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E12,廃棄プロトタイプ
トーホク,T036,サファリゾーン東,36,後半B,バッジ7個,Lv.38～48／殿堂入り後Lv.55～70,サファリ／森林／花畑,サファリ草むら／ずつき／DexNav／大量発生,既存サファリ表を保持,ベガ既存森林・草・虫種,新種15～22%,常時15～22%,殿堂入り後30～45%,中間進化を一部許可,国際保護区・森林区画,9,―,―,―,パラス、バルビート、イルミーゼ、コロボーシ、チェリンボ、クルミル、チョボマキ、アイアント、アゴジムシ,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E16,全国生態保護区の開園
トーホク,T037,サファリゾーン西,37,後半B,バッジ7個,Lv.38～48／殿堂入り後Lv.55～70,サファリ／岩場／乾燥,サファリ草むら／いわくだき／DexNav／大量発生,既存サファリ表を保持,ベガ既存岩・地面種,新種15～22%,常時15～22%,殿堂入り後30～45%,中間進化を一部許可,国際保護区・高地区画,4,クイタラン,―,―,ストライク、ゾウドウ,―,バクガメス,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E16,全国生態保護区の開園
トーホク,T038,サファリゾーン北,38,後半B,バッジ7個,Lv.38～48／殿堂入り後Lv.55～70,サファリ／湖／湿地,サファリ草むら／水上／釣り／DexNav／大量発生,既存サファリ表を保持,ベガ既存水・湿地種,新種15～22%,常時15～22%,殿堂入り後30～45%,中間進化を一部許可,国際保護区・湿地区画,2,―,―,ヒドイデ、コソクムシ,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E16,全国生態保護区の開園
トーホク,T039,サファリゾーン中央,39,後半B,バッジ7個,Lv.38～48／殿堂入り後Lv.55～70,サファリ／草原／観察所,サファリ草むら／DexNav／大量発生／固定イベント,既存サファリ表を保持,ベガ既存草原種,新種15～22%,常時15～22%,殿堂入り後30～45%,中間進化を一部許可,保護区受付・ローテーション管理,1,ネッコアラ,―,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E16,全国生態保護区の開園
トーホク,T040,ニューアイランド,40,リーグ前,バッジ8個,Lv.50～60／殿堂入り後Lv.65～82,島／天文台／海岸／宇宙,草むら／水上／夜／DexNav／固定イベント,既存ジム・島イベントを保持,ベガ既存島・宇宙系,新種8～10%,常時8～10%,殿堂入り後25～35%,希少中間進化を許可,流星群・ジラーチ・コスモッグ,3,ゴチム,―,―,―,モノズ、メテノ,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E14,流星群の夜
トーホク,T041,ポケモンじょう,41,後半A,本編後半,トレーナー戦Lv.50前後／殿堂入り後Lv.70～90,城／演習場／歴史,固定シンボル／施設戦／交換,既存城イベントを保持,野生通常表なし,通常野生なし,固定イベントのみ,固定イベントのみ,野生化しない,船上・道場・勝利の灯イベントの前振り,0,―,―,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T042,チャンピオンロード,42,リーグ前,バッジ8個,Lv.58～66／殿堂入り後Lv.70～88,洞窟／高山／格闘／ドラゴン,洞窟／いわくだき／DexNav／固定イベント,既存ライバル戦・野生表を保持,ベガ既存終盤種,新種8～10%,常時8～10%,殿堂入り後25～35%,600族基礎種はDexNav1～2%,聖剣試練・高難度進化,6,ナゲキ、ダゲキ、キバゴ,―,―,―,ヌメラ、ジャラコ、タイレーツ,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T043,スフィアいせき,43,ポストゲーム,殿堂入り後,Lv.55～70／深層Lv.75～90,遺跡／宇宙／時空／結晶,屋内／裂け目／DexNav／固定イベント,既存スフィア遺跡表・階層進行を保持,ベガ既存遺跡・宇宙種,新種12～18%,常時12～18%,深層25～40%,最終進化は1%以下または固定,時空裂け目・伝説・テラ結晶,2,キラーメ,―,―,―,コレクレー,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E15,時空裂け目調査
トーホク,T044,D・H異常生態区画,44,ポストゲーム,殿堂入り＋D・H後日談,Lv.70～90,隔離研究区／人工／異常生態,屋内／異常ゲート／DexNav／固定イベント,新規小部屋。既存アジトからワープ追加,―,新種60～80%,常時60～80%,常時60～80%,中間・最終進化を許可,UB・パラドックス前段と人工種収容,0,―,―,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,なし,なし
トーホク,T045,全国生態保護区・森林,45,ポストゲーム,殿堂入り＋研究ランク2,Lv.55～75,保護区／森林／花畑／巨木,草むら／ずつき／DexNav／ローテーション,サファリ増設の新規区画,―,新種70～90%,常時70～90%,常時70～90%,中間進化を許可,取り逃し救済・森林ローテーション,0,―,―,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E16,全国生態保護区の開園
トーホク,T046,全国生態保護区・湿地,46,ポストゲーム,殿堂入り＋研究ランク2,Lv.55～75,保護区／湿地／湖／河口,草むら／水上／釣り／DexNav／ローテーション,サファリ増設の新規区画,―,新種70～90%,常時70～90%,常時70～90%,中間進化を許可,取り逃し救済・水棲ローテーション,0,―,―,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E16,全国生態保護区の開園
トーホク,T047,全国生態保護区・高地,47,ポストゲーム,殿堂入り＋研究ランク3,Lv.60～80,保護区／高山／岩場／雪,草むら／洞窟／いわくだき／DexNav／ローテーション,サファリ増設の新規区画,―,新種70～90%,常時70～90%,常時70～90%,中間進化を許可,取り逃し救済・高山ローテーション,0,―,―,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E16,全国生態保護区の開園
トーホク,T048,全国生態保護区・遺構,48,ポストゲーム,殿堂入り＋研究ランク4,Lv.65～85,保護区／遺跡／夜／人工,屋内／夜／DexNav／ローテーション／固定イベント,サファリ増設の新規区画,―,新種70～90%,常時70～90%,常時70～90%,中間・一部最終進化を許可,人工・霊・希少種の救済,0,―,―,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E16,全国生態保護区の開園
トーホク,T049,スフィアいせき・裂け目区画,49,最終ポストゲーム,スフィアいせき後＋研究ランク4,Lv.80～100,時空／宇宙／過去／未来／ウルトラ,裂け目／固定シンボル／レイド,新規共通背景・通常野生なし,―,固定遭遇のみ,固定遭遇のみ,固定遭遇のみ,ボス専用,UB・パラドックス・最終伝説,0,―,―,―,―,―,―,―,候補をA/B/Cの3組に分け、入場時またはゲーム内日付で1組だけ通常出現。DexNav・大量発生・固定イベントは別枠。1回の表に載せる新系統は最大6。,カントーはDexNav連鎖10以上で10%、トーホクは殿堂入り後かつ連鎖20以上で5%。,トーホクは既存11/12枠へ直接書き込まない。カントーは原作象徴種の最低35%を保持。,T-E15,時空裂け目調査
