region,map_code,map_name,progress_stage,recommended_level_range,evolution_chain_id,root_national_no,root_name,family,types,category,integration_mode,encounter_method,encounter_level,encounter_rate,condition,stage_policy,dual_region_role,rotation_group,hidden_ability_policy,duplicate_capture_policy,implementation_note
カントー,K18,18ばんどうろ,認定章4～5,Lv.84～90,271,531,タブンネ,タブンネ,ノーマル,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.84～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T504,504ばんどうろ／すいどう,序盤B,Lv.9～13,271,531,タブンネ,タブンネ,ノーマル,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.9～13,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K09,9ばんどうろ,認定章2～3,Lv.77～82,272,532,ドッコラー,ドッコラー → ドテッコツ → ローブシン,かくとう,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.77～82,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T514,514ばんどうろ／すいどう,中盤C,Lv.31～38,272,532,ドッコラー,ドッコラー → ドテッコツ → ローブシン,かくとう,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.31～38,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K15,15ばんどうろ,認定章4～5,Lv.85～90,273,535,オタマロ,オタマロ → ガマガル → ガマゲロゲ,じめん／みず,通常生態,外来生態レイヤーへ追加,釣りオーバーレイ,Lv.85～90,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T027,かいていトンネル,中盤A,Lv.20～30,273,535,オタマロ,オタマロ → ガマガル → ガマゲロゲ,じめん／みず,通常生態,外来生態レイヤーへ追加,釣りオーバーレイ,Lv.20～30,追加抽選4～8%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K09,9ばんどうろ,認定章2～3,Lv.77～82,274,538,ナゲキ,ナゲキ,かくとう,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.77～82,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T042,チャンピオンロード,リーグ前,Lv.58～66／殿堂入り後Lv.70～88,274,538,ナゲキ,ナゲキ,かくとう,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.58～66／殿堂入り後Lv.70～88,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K22,22ばんどうろ,認定章7前後,Lv.90～95,275,539,ダゲキ,ダゲキ,かくとう,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.90～95,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T042,チャンピオンロード,リーグ前,Lv.58～66／殿堂入り後Lv.70～88,275,539,ダゲキ,ダゲキ,かくとう,通常生態,外来生態レイヤーへ追加,洞窟・屋内オーバーレイ,Lv.58～66／殿堂入り後Lv.70～88,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K35,サファリゾーン東,認定章5前後,Lv.85～94,276,540,クルミル,クルミル → クルマユ → ハハコモリ,むし／くさ,通常生態,外来生態レイヤーへ追加,ずつき／朝昼オーバーレイ,Lv.85～94,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T036,サファリゾーン東,後半B,Lv.38～48／殿堂入り後Lv.55～70,276,540,クルミル,クルミル → クルマユ → ハハコモリ,むし／くさ,通常生態,外来生態レイヤーへ追加,ずつき／朝昼オーバーレイ,Lv.38～48／殿堂入り後Lv.55～70,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K33,タマムシ温室,認定章4前後,Lv.82～90,277,543,フシデ,フシデ → ホイーガ → ペンドラー,どく／むし,通常生態,外来生態レイヤーへ追加,ずつき／朝昼オーバーレイ,Lv.82～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T504,504ばんどうろ／すいどう,序盤B,Lv.9～13,277,543,フシデ,フシデ → ホイーガ → ペンドラー,どく／むし,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.9～13,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K33,タマムシ温室,認定章4前後,Lv.82～90,278,546,モンメン,モンメン → エルフーン,くさ／フェアリー,通常生態,外来生態レイヤーへ追加,ずつき／朝昼オーバーレイ,Lv.82～90,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T502,502ばんどうろ／すいどう,序盤A,Lv.3～6,278,546,モンメン,モンメン → エルフーン,くさ／フェアリー,通常生態,外来生態レイヤーへ追加,ずつき／朝昼オーバーレイ,Lv.3～6,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K35,サファリゾーン東,認定章5前後,Lv.85～94,279,548,チュリネ,チュリネ → ドレディア,くさ,通常生態,ベガ既存系統を完全保持,ずつき／朝昼オーバーレイ,Lv.85～94,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,既存個体を保護。追加地域では基礎種または中間進化を希少配置,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存条件,既存値,279,548,チュリネ,チュリネ → ドレディア,くさ,通常生態,ベガ既存系統を完全保持,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存個体を保護。追加地域では基礎種または中間進化を希少配置,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,固定／既存,既存個体を変更しない。カントー側DexNavまたは特性パッチで隠れ特性を補完。,通常種は両地方で捕獲可能。,ベガ既存テーブル・固定イベント・配布・進化参照を変更しない。
カントー,K15,15ばんどうろ,認定章4～5,Lv.85～90,280,550,バスラオ,バスラオ → イダイトウ,ゴースト／みず,通常生態,外来生態レイヤーへ追加,釣りオーバーレイ,Lv.85～90,通常表10～20%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T513,513ばんどうろ／すいどう,中盤B,Lv.28～35,280,550,バスラオ,バスラオ → イダイトウ,ゴースト／みず,通常生態,外来生態レイヤーへ追加,水上／釣りオーバーレイ,Lv.28～35,追加抽選6～10%,バッジ4個＋なみのり,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K30,イワヤマトンネル,認定章2～3,Lv.80～87,281,551,メグロコ,メグロコ → ワルビル → ワルビアル,じめん／あく,通常生態,ベガ既存系統を完全保持,夜間オーバーレイ,Lv.80～87,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,既存個体を保護。追加地域では基礎種または中間進化を希少配置,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存条件,既存値,281,551,メグロコ,メグロコ → ワルビル → ワルビアル,じめん／あく,通常生態,ベガ既存系統を完全保持,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存個体を保護。追加地域では基礎種または中間進化を希少配置,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,固定／既存,既存個体を変更しない。カントー側DexNavまたは特性パッチで隠れ特性を補完。,通常種は両地方で捕獲可能。,ベガ既存テーブル・固定イベント・配布・進化参照を変更しない。
カントー,K17,17ばんどうろ,認定章4～5,Lv.83～89,282,554,ダルマッカ,ダルマッカ → ヒヒダルマ,ほのお,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.83～89,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T521,521ばんどうろ／すいどう,後半B,Lv.45～52,282,554,ダルマッカ,ダルマッカ → ヒヒダルマ,ほのお,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.45～52,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K26,トキワのもり,カントー序盤,Lv.70～76,283,556,マラカッチ,マラカッチ,くさ,通常生態,外来生態レイヤーへ追加,ずつき／朝昼オーバーレイ,Lv.70～76,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T026,ハクジのもり,後半A,Lv.38～48／殿堂入り後Lv.50～65,283,556,マラカッチ,マラカッチ,くさ,通常生態,外来生態レイヤーへ追加,ずつき／朝昼オーバーレイ,Lv.38～48／殿堂入り後Lv.50～65,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K03,3ばんどうろ,認定章1前後,Lv.71～75,284,557,イシズマイ,イシズマイ → イワパレス,いわ／むし,通常生態,ベガ既存系統を完全保持,草むらオーバーレイ,Lv.71～75,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,既存個体を保護。追加地域では基礎種または中間進化を希少配置,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,R2,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存条件,既存値,284,557,イシズマイ,イシズマイ → イワパレス,いわ／むし,通常生態,ベガ既存系統を完全保持,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存個体を保護。追加地域では基礎種または中間進化を希少配置,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,固定／既存,既存個体を変更しない。カントー側DexNavまたは特性パッチで隠れ特性を補完。,通常種は両地方で捕獲可能。,ベガ既存テーブル・固定イベント・配布・進化参照を変更しない。
カントー,K08,8ばんどうろ,認定章3前後,Lv.79～84,285,559,ズルッグ,ズルッグ → ズルズキン,かくとう／あく,通常生態,ベガ既存系統を完全保持,夜間オーバーレイ,Lv.79～84,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,既存個体を保護。追加地域では基礎種または中間進化を希少配置,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,R4,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,VEGA_NATIVE,ベガ既存地点（出現表・配布・進化を変更しない）,ベガ既存条件,既存値,285,559,ズルッグ,ズルッグ → ズルズキン,かくとう／あく,通常生態,ベガ既存系統を完全保持,ベガ既存入手法,既存値,既存値,既存イベント・野生表・進化条件を原則維持。現代化で条件が壊れる場合のみ互換処理。,既存個体を保護。追加地域では基礎種または中間進化を希少配置,トーホクではベガ既存個体を保護。カントーでは高レベル個体・隠れ特性・タマゴ技探索を担当。,固定／既存,既存個体を変更しない。カントー側DexNavまたは特性パッチで隠れ特性を補完。,通常種は両地方で捕獲可能。,ベガ既存テーブル・固定イベント・配布・進化参照を変更しない。
カントー,K23,23ばんどうろ,認定章8後,Lv.92～98,286,561,シンボラー,シンボラー,ひこう／エスパー,通常生態,外来生態レイヤーへ追加,草むらオーバーレイ,Lv.92～98,通常表8～15%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R2,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T505,505ばんどうろ／すいどう,序盤B,Lv.10～14,286,561,シンボラー,シンボラー,ひこう／エスパー,通常生態,外来生態レイヤーへ追加,大量発生,Lv.10～14,通常0%／発生中20～35%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R2,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K31,ポケモンタワー,認定章3～4,Lv.82～90,287,562,デスマス,デスマス → デスカーン → デスバーン,じめん／ゴースト,通常生態,外来生態レイヤーへ追加,夜間オーバーレイ,Lv.82～90,夜間8～12%,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T515,515ばんどうろ／すいどう,中盤C,Lv.33～40,287,562,デスマス,デスマス → デスカーン → デスバーン,じめん／ゴースト,通常生態,外来生態レイヤーへ追加,夜間オーバーレイ,Lv.33～40,追加抽選3～6%,本編必須フラグを変更せず、外来生態フラグ・時間帯・DexNav・大量発生で制御,基礎種を通常配置。中間進化は高レベル地域のDexNav限定、最終進化は原則進化入手,トーホクは本編で使える低～中レベル基礎種、カントーは高レベル個体・中間進化・隠れ特性探索を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K44,ニビ博物館・化石研究室,認定章1～6,復元個体Lv.20／再調整Lv.70,288,564,プロトーガ,プロトーガ → アバゴーラ,いわ／みず,化石,化石復元追加,博物館鑑定後に復元,Lv.30,月石片／火山灰を消費して反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を復元,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
トーホク,T_FOSSIL,ヒスイシティ考古学室,個別条件,Lv.20,288,564,プロトーガ,プロトーガ → アバゴーラ,いわ／みず,化石,化石復元追加,発掘片2個を納品して復元,Lv.20,反復採掘可,化石はちえのどうくつ／いわくだき／採掘依頼で反復入手。ガラル化石は2部品合成。,基礎種を復元,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。,R1,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,ベガ既存の野生枠を上書きせず、条件付きオーバーレイ／DexNav／夜間・水上・釣り・大量発生の追加抽選へ登録。
カントー,K44,ニビ博物館・化石研究室,認定章1～6,復元個体Lv.20／再調整Lv.70,289,566,アーケン,アーケン → アーケオス,ひこう／いわ,化石,化石復元追加,博物館鑑定後に復元,Lv.30,月石片／火山灰を消費して反復可,ベガ初回殿堂入り後。認定章数でエリアと中間進化枠を段階解禁。,基礎種を復元,トーホクは早期の復元、カントーは高個体値・隠れ特性の再復元を担当。,R3,DexNav連鎖20以上または地方研究ランク2で隠れ特性判定を解禁。通常草むらでは標準特性のみ。,通常種は両地方で捕獲可能。進化後の通常野生化は段階解禁。,FR原作系統を地域の顔として残し、通常表・時間帯表・DexNav・大量発生を使って新種を混在。
